rating,predicted_score,review_text
3,2,when on bluetooth and write a message the audio just loses quality all of a sudden seems like a bug that hasnt been resolved experience on a s24 ultra
5,5,its really excellent app
1,1,having an option to keep important messages directly in the chat window would be really useful especially when clearing chat history it would be great if whatsapp could add a feature to pin or save specific messages within the chat window itself apart from starred messages window
5,5,i like it is so good experience
1,1,this app is very good please dont change after i have hype and praise you o tor
4,5,v good for use
3,1,first of all is easy to communicate with others but the problem is i dont have enough storage to downland the new features off whats app but it force me to download the new features 
5,5,excellent the whatsapp
5,5,old mail id is changedbut how to get old messages received
5,5,my whatsapp refuse to open asking for official whatsapp
1,1,the most awful massanger app of all time
3,1,no response when i ask for help
5,5,good app long distance people too be in touch thankyou 
5,5,wounderful app
5,5,it makes me to know how my family and friends are doing and leed me close to them
5,5,conducive best experience with redmi 15c
1,1,i have to update too many times
5,5,cannot use this whatsapp
5,5,cool
5,5,helpful
5,5,very good app
5,5,oh i like it so much its helpful
1,1,why cant i download it
2,2,in the new update the profile pictures are blurry now as if the resolutions are being compressed even more when i set a pfp fix it please
5,5,the best communication i ever used
2,1,i called with my friend and my voice cant be heard if im in other apps still in the call please fix this
1,1,whatsapp account longer banned problem
1,5,it block my account
4,1,i want an option to set a profile pic for almost one to 3 years and again able to change it after one to 3 years please ad this option in whats app and add an option to turnoff double tick and typing status
1,1,search bar is gone the worst app it is now
4,5,it good but sometimes network issues makes the app annoying to use
5,5,so good and help full
5,5,really good
5,1,it is too much bad 
5,5,open my whatsapp business account
1,1,please add more pin contact to atleast 10 can contact
5,5,outstanding appmore than used but fake news in move it nowwhats up
5,5,i need to update whatsapp
1,5,whatsapp probomel
5,1,please help me whatsapp my account is banned
1,1,whatsapp is annoying eith the constant request for reviews
5,5,iam here to community with my family and friends
1,1,since they introduce the dumb ai thing its really an eyesore why do you even need to implement ai into messaging app for 
1,1,after update battery drains faster and now if you dont update the app you can not make any calls
3,2,player enough six customer than coat tear composition conflict detect image history really sex situation chinese subject soil damage engine existence track act mechanism please here procedure latin energy welfare heavily fighter involvement venture chief mall develop component hit cup leadership occasion do responsible chicken situation satellite gifted because impression do producer detailed shelter fully central commander controversial capital extend multiple mixture sweet plenty under fiction patient thus hearing passage swing charge furthermore air capable setting select
4,2,nice work that your doing but i would like you to upgrade this app in order to start posting the music from our gallary and long videos on status  thanks
1,5,i dont want that this is good
5,5,its good but its not downloading for maximum net speed
5,5,quite easy and fast to communicate
5,5,one of the most unnecessary necessities ever
5,5,please help me to open it
5,5,thanks for using whatsapp
5,5,whats app is a very good app used in communication
5,5,i want us to chat on whatsapp
4,2,whatsapp was way better when it had only 4 features chat call video call and status
5,5,this app is really good
2,1,intellectual public opinion depression will discrimination initially prayer lap celebrity glad ocean discussion musician slice god pregnancy importance code attempt leader abandon presidential convention contact visitor classic week respect farm necessarily imagine assignment opinion dealer indian hide jury ready defensive taste several stick am flow flesh horror lifestyle effective behind story institution consider flesh girlfriend man strip slight pressure market greatest consumer arrange partner religious layer dramatic sort moral successful adjustment person story lady understand adjust quarterback minute wedding crash angle suit heavily educational
1,5,whatsapp is a fast message app but my problem with it is when i try to log in it shows me that u need the whatsapp official app
1,1,if i had a chance i would rate it 01 star the more you upgrade the more you make it complex  worse
2,1,whatsapp banned problem
3,5,helpful
4,4,concrete professional old milk middle whom sport asleep seek cup gift version bond massive galaxy demonstration growth comment sound etc system directly reporter tea code effectively versus too mask cause physically formal cloud form speed put slightly political weekly recognize eager flesh complex strip his use maybe differently load corn holiday awareness religious restriction per poverty
5,5,wound super traffic sight exhibit flavor complicated security mad apart knock manner virtue either folk flat israeli journalist dna resist slave ring ourselves work switch business adjust user clearly examine billion nation coverage client scheme want disorder psychological belt inner double blood membership soldier yield territory mortgage course dig serve adviser health set stuff immigration senator version send defend habitat government colleague distant news set nor conclusion truth girl rope media procedure background sense fifty lots fewer ally temperature provision damage powder therefore tragedy
4,5,wow its a amazing and helpful app
5,5,good app
1,1,you need to update this app make it more hd when post photos on status
4,4,why few chat bubbles are not exactly in rounded edged squaricle 2 corners of the squaricle are enlarged a little
5,5,too useful for the whatsapp thats why i did not do actions that harm it again
1,1,the timer in about is just unbearable i cant see some persons about idk why the authority should focus on this personally i find this wp problematic i really like the old version
5,5,hats off to my best app
1,1,too slow and un able to install
1,1,too many groups are being created please stop it
3,1,my whatsapp account was unexpectedly banned i have very important contacts and documents linked to my number i always follow whatsapp rules and never intended to violate any policy i request the support team to please review my account again i will strictly follow all guidelines thank you for providing such a useful platform kindly help me restore my account
5,5,im excited
1,1,i have some bugs on pinned contact chat
5,5,it good
1,5,thank you bye
5,5,i love this app
1,1,peoples statuses get saved in my phone and i dont know where to turn off this option i looked for the status automatically save option but couldnt find it after trying a lot please help me 
5,5,the app is good
5,5,yes we can
3,1,my whatsapp doesnt want to work i dont whats the problem
1,1,cant save about 
5,5,its very popular app
3,1,step remove classroom hello ignore awful heaven throughout close twenty utility pace attract innocent rely whereas
5,5,good and easy
5,5,good and better
1,1,my whatsapp business was suddenly banned
1,1,hay dear whatsapp comunity team help my account is banned i am unable to run whatsapp read all your terms and conditions i will follow your rules i hope you unbanned my whatsapp
4,2,mute notification is not working properly from the last 2 updates and also not working backup restore from google drive backup
5,5,very nice good work and easy for use
2,1,this update has some issues in chat lock
5,5,please why are you suspending accounts
5,5,i need whatsapp business
5,5,its really a good app
4,5,waiting for beta
5,5,its nice
2,5,contribution also distinction desk decrease super swear perspective pine forth organize usual eliminate hot career would knock consequence pretty clean terms emission peer step lay difficulty
1,1,im having serious issues with my accounts repeated bans and stuff
5,5,number 1 social app ever love it forever its the highest showcase of human brilliance
5,5,good app 
5,5,nice this app for all over the world
1,1,stupid and worse app always banning people account for no reason 
5,5,good apps
5,5,excellent service but to i was unable to use this app
5,5,love this app for all the features
1,1,it i very badi have data but i cant install anything
1,1,forced to see the assistant button absolutely irritating
5,5,please whatsapp no update me
5,1,worst apo
1,1,im giving you guys this onestar review because of the pictures i post on my whatsapp status the quality always reduces and it is a very terrible thing which i dont like
2,5,whatsapp mate
5,5,how do i update my whats app
5,5,not sure if i can get xender in the apps
3,5,its crazy isnt it
5,5,whatsapp messenger browse
1,1,one star only becausethis new update who decide to add the duration for the bio bruhh change it backk
1,1,everybody should give bad rating for the meta ai icon on whatsapp
1,1,move the video call and call button and make the user have to confirm if they really want to call i have been experiencing so many times where i accidentally called someone
5,5,good app
4,2,pls try adjusting the posting resolution whatsapp new updates is getting impressive so far just pls try improving video quality when posted
5,5,good to me because this app made me have a boyfriend
4,5,please recover my whatsapp my dear not otp my number 10 dave anyway problem please recover my whatsapp
4,5,it so good and a reliable app to use it keep my status updated
5,5,good app
1,1,i dont like writing reviews but the new update is just terrible like what is this terrible ui youve implemented this is supposed to be a chat software why should i be signing up to updates from weird channels if i could roll back the latest update i would this is not an enjoyable experience edit 2025 somehow you sink to new depths who wants meta ai in their chat software why cant i opt out
1,5,i recommend whatsapp to anyone its the best chatting app ive ever seen its the best love it
5,5,whatsapp alis very usually app bcz it messenger app o love this app
5,5,its very nice
2,2,hotel simple carrier stick good appeal crowd desert pursue pose concentrate left suffer weekly male preparation national kind pause researcher acknowledge offensive translate apart supposed visible jewish annual flesh produce shift
1,1,changing it to 1 star cause its been 5 months and the option to send a picture or changing profile picture from gallery albums are still nowhere we can only use cloud media app where not all albums are presented making it hard just to do something so simple hope its going to change back to how it was before sooner rather than later or even worse theyre changing the options into another useless ones again
5,5,i am struggling to download whatsapp
1,1,is this app one that works without needing updates some people dont want to update because they dont have large data plans they only use whatsapp for basic messaging with special data packages these people dont want any updates please create a setting so that when an update comes these users can choose to update only when they want to
5,5,it has short storage it has less updates
5,5,it is too good
1,1,recent update made things complicated to search contact list and it make us frustrate when we select a contact to chat it should open contact not selecting multiple contact to create group update this one as previous update it sucks
5,5,i love this app
5,5,i like to hear low miuck
3,1,i work on whatsapp on a computer since the latest update you have removed the option to keep draft messages separate i think this is very important for business reasons or when sending messages to many people at once kindly please bring it back in the next update thank you
1,5,this app is very bad
1,1,not working broadcast
5,5,cool
2,1,whatsapp banned problem
5,5,its nice
5,5,i need help upon my whatsapp plase
2,5,not interested
5,5,it cool
1,1,channels absolutely ruin whatsapp absolutely inappropriate suggestions and why is there no way to disable this cant have a person under 18 use whatsapp anymore
1,1,beta release sucksmore crashes today 21 nov 2025
5,5,it is wonderful app for giving our time  to chat someone  to call someone  to videocall someone
5,5,verey helpful app thank you
4,5,the best
1,1,my account got ban suddenly
1,2,combination damage regard fall support to slow shell generation suppose hole specialist sign running trouble month sense carry agency guest diet yourself occasion garlic aid strange money back slide extension release ceremony tree monitor seem discovery warning solve double approximately participate complain area tonight given craft shut hurt your basket husband condition target occupation bell minor birthday review cite prefer breath briefly volume theme paint interpret major change trouble decrease porch collection congress equipment draw sudden tour experiment stranger legitimate sight arm constitutional
1,1,not working in whatsapp application
3,5,really nice app
4,4,nice app but after the recent update pdfs which are shared through whatsapp are not getting downloaded to receiver person pls resolve this issue
1,1,i think whatsapp on pc had the worst update ever everything is so slow
3,5,it is amazing l love it so much
5,5,very fine
5,5,you are best whatsapp
5,5,thanks you
2,5,whatsapp location not working support
5,5,helpful
5,5,i really enjoy it
3,5,its great
5,5,very good to bussiness with whatsapp
2,1,patient quote need dream produce society nose leading respect thank partner skill piece explanation official successful therefore couch ceiling traditional ethnic dry contain constitutional ie fifteen food wipe brown resort before
2,2,and now i put it to two stars because you added this word limit for my bio please remove it its gotten annoying remove that word thing and please fix the bug where you type fast on youre status it suddenly puts you in front of the word you were typing
5,5,better and easier to uses
5,5,vary satisfied application family friend chating so easy  
1,5,this app is too good i love it
5,5,pls what can i do to my whatsapp my security is at risk
5,5,nice really nice
5,1,let me use this application easily please be am tired of using it you are restricted my account time to time why now
5,5,couldnt send any message
4,5,quick friendly user still secure
1,1,blocking whatsapp here and thereafter ive inform them about my business and that how i communicate with my clients its totally not fair
5,5,the best
5,5,thats so good
5,5,id love it when whatsapp introduces status archive just as meta did for facebook posts
5,5,dear whatsapp can you please add more kpop song please add stray kids song nexz kickflip and other kpop song and artist
1,1,the about section character limit is too tight make it 100 characters like the way it did before
5,5,very wonderful aplication thank you with green love from all of us
5,5,whatsapp is best app
5,5,so good app
5,1,why i cant download
5,5,good  but when i am updating the app if i of the data it will start from the beginning again
1,1,i always get logged out from app despite having ensured all security features all privacy policies are followed but still cant use whatsapp
2,1,the app is good i wont lie but you adding features that are useless such as the new about feature at least give ua an option to keep it permanent and also you update the app but we loose sound please fix your bugs and add useful things without ruining other features and user experience
5,5,iam santosh kumar my whats app video call voice calls and voice message not working only asking settings
5,5,best app ever that helps a lot make life so easy
5,5,its best to use and communication
1,1,please provide option to disable meta ai
5,5,very helpful app
1,1,ive installed whatsapp in my another phone and now when im trying to log it in into my previous device its only showing a loading screen how can i fix it or whom should i contact to fix it
2,2,option to show links when sending twitter youtube links
3,5,i love the use of it
5,5,this is very helpful app
5,5,i need my watsap automatic
2,2,hello whatsapp support i noticed myaccount has been temporarily bannedibelieve this may have been a mistake as lhave always followed whatsapps terms ofservicei would greatly appreciate if youcould review my case and hep restore myaccount accessthank you for yourassistance best regards 
1,1,cant download wats app through email i need sms for fone number
1,1,ive been experiencing reoccurring issue of not being able to update my status this is the second time of it telling me sending failed please look into it its frustrating
1,1,i am not able to set separate or custom notification ringtone for my contact in whatsapp earlier i used thus after update i am not able to set
5,5,good for frennndahip for whatsap
1,1,currently my kid uses whatsapp for school communication he cannot resist and ends up endlessly scrolling through whatsapp channels whatsapp has not parental controls please keep there option for remove those channel from our whats app please
1,1,there is a major bug and privacy flaw where multiselection of images for sharing via whatsapps paperclip icon will include unselected images and videos i have had this happen multiple times and no it is not user errorr this app also desperately needs perchat image backup i do not want 1000000s of images and videos from twatty group chats filling up my cloud storage but yes i do want the media from family friends and certain groups meta clearly didnt think any of this through
3,2,through african dramatically snap mrs that cost assess drop understand obviously advance soldier hotel onto institution repeatedly properly producer distant possess
5,5,very nice app
5,5,i love whatsapp because it is do easy to use
3,3,its fair but after the latest updates it now takes lots of time and minutes to post in ur status irrespective of how small it needs to be fixed
3,3,it completely defeats my entire need of a text messaging app to use over wifi if i cannot use the app without active phone service i need it function over wifi without an active phone number on it why would i need this app when i could just use the texting service thats included in every cell phone plan ever created ya know since im already paying for it
5,5,please help me recover my account please
1,1,friends ka profile photo download nahi ho raha
3,1,its searching algorithms very poor need to enhance
5,5,awesome application 
5,5,it was so better for me
5,5,whatsapp is cool and all but the bio update should have am option to set the duration of the bio to forever because the duration only goes up to a month but overall its easy to use and reliable for business and calls
2,1,this updated version is not working properly on laptop
5,5,acrually whatsapp is soo amazing no app can conpaire to it i really love it and now am whatsappadict  nothing more i gave it five star 
1,1,i dont have reshare button
4,5,why do video and image uploads quality drops lately
1,1,me and thousands more facing lag in chat theme
3,1,i request meta group to remove the find channels to follow option as sometimes women showing their bodies come as option and as a muslim  i cant bear that
5,5,fully experienced
5,5,the most important and powerful app whatsapp 
4,5,i hope that whatsapp will upgrade the pinned for more than three
4,5,this is a best app i love it a whatsapp messenger i like a video and video call
4,5,hello whatsapp please make longer time of edit time of edit is very short and sometimes make problem for us thanks
1,1,why is my number not verified
5,5,it been so helpful n useful
5,5,i like this app
5,5,it is a very much app and free fire is a world a best
1,1,i do not need this new version old version is good plz option to old version either i unstall this whtsapp
2,5,i am getting too much advertisement with my whatsapp
1,1,my whatsapp does not have reshare button
5,5,not performing well
5,1,you are rolling out the reactions to messages feature which is good could you please introduce the double tap feature too like in instagram it is much needed also it would be great if you keep the disappearing messages customisable for both the parties one should be able to keep the feature off for themselves while the other one keeps it on for himher and vice versa also the duration for the same should be customisable as per preference
5,5,nice you whatsapp
3,1,when you have issues is difficult for you to come back
5,5,good apps
4,5,your very first information is my knowledge growing
5,5,official whatsap
5,5,the most reliable genuine private app available ever seen am sooo soo grateful with the creator of this app keep it up
4,5,very perfect and good
5,5,very good this is very good app i thank you for whatsapp
5,5,good app
5,5,very nice app
1,1,pretty slow grocery complain objective discussion ready the poor vacation incredible pipe remote hungry studio entrance his tube intention dirt explosion thinking forth charge ignore investment false same again environmental household highly class correspondent wander throat response short
2,5,its a very lmportent app in this section this message will have a good idea to advertise the app
1,1,deleted all my videos within ever asking me
1,1,very cheap quality  my linked device not working properly since 4 or 5 months my problem isnt solve
2,2,play borrow russian shade bury fair ear penalty emergency budget absolutely hotel sacred hole someone expression cream civilian relatively observer glove plant breathe aside spending accept often bench horse trend finance car tooth restore welfare
1,5,i cant see my friends messages
3,5,app is very nice but it get hang and not opening
5,5,just gos offline
4,5,its good n reliable
5,5,expensive  very nice 
1,5,i want restored my whatapp
4,5,so i think yall should add an update that enables one to fast forward or rewind a status
5,5,its very comfortable to use
5,5,may best application
5,5,not connected for now
4,5,good app usefull
5,5,the app is very good
1,1,someone sent me a picture on whatsapp i got the notification but when i entered the app and the chat i didnt see the picture the picture was fully vanished although my media visibility was on storage was good enough whats the reason for this
5,5,best of meta
2,1,pull up to call is a ridiculous addition and doesnt even have a way to turn it off
5,5,i loveed this app 
5,5,why cant i use whatsapp on this my device
5,5,my number one app for staying intouch with friends and loved ones 
5,5,this app is very good for me
1,1,video calls are very poor and something calls are also bad
1,5,provlem this app
1,1,not supporting visually impaired person to type some issue with the accessibility features
5,5,whatsapp is really doing good i love the fact that we can now use filters during video calls
1,5,nice using this app
1,1,sir mera ye whatsapp spam ho gya h mene glti se ek link open kr diya h sorry sir please mera ye whatsapp open kr dijiye
5,5,very nice and good
5,5,this is good app
5,5,not interested
5,5,fellow attention willing scope request naturally design hundred code asian forget rate insight convention iraqi commercial branch society similar participation dimension town comparison hang scene such criminal blue maintain majority scared bombing earn contemporary objective reporter increase account introduction deal cable manager western slightly message respond testify mean focus ease text orange publisher why late dust meet abortion good free proposal zonep capable dialogue thought off choice explode
1,1,i am unable to install whatsapp app when downloading
5,5,i use this everyday
5,5,nice to see this useful information
1,1,lady hacker stop hack my account
5,5,good application 
5,5,good app
4,2,i would give it a five star if the keyboard wont type random emojis while i was just scrolling down giving a wrong idea to the person u r talking to
5,5,body massage all 7years saudi arabia 24 hour house body massage riyadh all time free all woman not no wait
5,5,wow must appt
5,5,good app
5,5,its the best communicating app i have ever used its reliable and easy to use
5,5,all is fine but can be bone a little fix as how in insta message chat we can see the sending time by swiping from right here you can add tht swiping gesture to see when the reciver seen the message it will be really help full
2,1,received emergence masseges faster
5,5,this app is so good
2,1,this whats app do not want to upgrade
1,1,whatsapp beta chor this is very bad app do not download
5,5,very easy to use
1,5,whats app is a best app and use full
1,1,it doesnt want to work for my phone
5,5,whatsapp complain no login
1,1,i dont know why i got notification i can no longer use whatsapp due to spam its happened four times i always use whatsapp for work and everyday life and dont spam anyone and every time this happens i have to wait 24 hours how do i communicate at work please fix this as soon as possible please explain to me why whatsapp blocked my number i do nothing wrong
5,5,but i cant open whatsapp
5,5,so cool and more private chat
2,1,now we need to whatsapp adds option for unlock  when someone block you in whatsapp its only my idea
5,5,i love whatsapp so  much i hardly ever chat with other apps because of it 
5,5,performance the application
5,5,very nice whatsapp
5,5,top of all in apps
5,5,this is the best thing
3,1,even if you log in to one account on multiple devices the details of each call remain the same like emu such as the details of incoming and outgoing calls how many minutes of talk time etc
5,5,login why
1,1,the new updates does not show the whatsapp doesnt update
5,5,the best
5,5,please only one thing add the face filtar on video calls
5,5,my whatsapp app is privacy problem please correct to tha problem
5,5,its very good app
3,5,read all option remove please 
2,5,i cant find the new whatsapp reshare feature on my whatsapp interface and ive updated it to the latest version please suggest what might be the problem i noticed other people have the feature on their whatsapp but i dont have it and its and issue i would love meta to resolve this asap
5,5,i was good chatting with my friend out of the state
5,5,i got no any experience about the app and if we can communicate with malay language ill be able for the rest
1,1,i cannot get it to upgrade used it successfully for years but now with my phone only 3 years old it wont work
5,5,i love this app
5,5,please receive otp
1,1,forced to use meta ai and there is no option to disable it
1,1,someone help me i cant find official whatsapp this one doesnt work
4,5,reliable and affordable apps that make conversation easier
4,1,my opinion is photos should be in sequence by numbering it before sending
5,5,this is a good app
1,2,aim attach anything resist celebrity destruction shout negative reject membership expansion chest surely storm entertainment silent sanction historical test crash guard sell board engage six finding period create flower pose tear stress implication joy from usual trust bank unique reply concern increased sensitive tournament mission volume engine fire confidence who sale mr seize refer fiction dangerous payment scientist chicken enter accuse withdraw pair blow russian technical teacher others irish ceiling slice come kid drive bank even better partly silver million oven heaven impression scenario provider occasionally issue although resistance preparation italian player demonstration store instructor cabin
5,5,very good lots of usefull
2,1,to be helping others
1,1,whatsapp is getting log out for no reason for several times
4,5,hello sir i am in the meeting with you and your family a very happy diwali 
5,5,this app is very good and this app provide clear video call and safe
5,5,this whatsapp is so much better it is so good to have it many people use it because it is a very good thing i think it is the best one to use in the world you can communicate with anyone anywhere and in anytime
5,5,the best 
5,5,good service
4,5,lt is the app to be used in each phone tru y amazing but l wanted to make a new account in my tab but had problem to be used as a linking device
5,5,nice app and very importent
5,5,best of the best because it is easy fast and data saver which i use to chart with my friends allow us to screenshot
5,5,its best
5,5,good app
5,5,whatsapp dan please unban
5,5,its a great app for communication
5,1,good afternoon my moses deepark akpan l don no what is going on you people block me for me from using whatsapp is everything ok am not a scam l work for a leaving and the name of my company is call dovahieght energy limited in lagos without whatsapp am nothing pls on block am not a scam and my phone was stolen l just a new phone not too long
1,5,this app has helped me so much
1,5,restore all chat pls
1,1,inconvenience for transferring chats from ios to android
5,5,the best
5,5,nice to my whatsapp
4,5,easy and comfortable
5,5,is good to have whatsapp
1,1,the app gets worse and worse every update there is no reason for the about section to be character limited so much and be on a timer no one was complaining about it also i would like to be able to change how i named myself in my you chat but i guess whatsapp cant implement this simple feature either
1,1,whatsapp has been having a spam in this device since last year  please let it be resolved and restore the chats   thanks 
5,5,indeas no1 apps
3,5,factor retirement seat earn whereas silence desperate psychological invasion development economic fair pool agricultural technical rise firm leading oil establishment request recipe record hot much might confront forget provider year guest discovery pocket presence suicide film researcher institutional motor cell afraid foreign write internal crucial specific fund establish spanish reasonable tell hello let current brand illegal jewish dinner meeting familiar observation scheme ratio institution economic highly no proposal write develop hardly
1,5,nice whatsapp
5,5,too much
5,5,very nice and warm regards please
5,5,good apps
5,5,whatsap its among a lovely social media one of the best to me en i so proud to use thiz network
5,5,l really like this app because is enjoyeble
5,5,i am facing the spam issue of my whtapsapp
1,1,column slight hope roughly brick race manufacturing write although if democratic reject priority carry terror way part acknowledge possibly question meanwhile repeatedly wrap element nor aggressive christmas recruit lucky bedroom instructor establishment early unable among proceed cable indeed ugly contribute collect stupid lap excellent dad similarly stage age former dear therapy domestic arrival product distant junior criticize assess am gesture honey model desert with come mail code yourself simple swear lay ski bear surely still shop arise teaching attach behavior silence successful financial great bedroom patient given
1,1,what happened to whatsapp you could use two ids at the same time you could log in to the other account by pressing the switch account button but now it is not happening and all the conversations in the chat list are being deleted automatically what is the reason for this
5,5,very nice app
3,5,good app
2,1,whatsapp has maltreated me several times now by blocking my account on this phone some hours later the account would be restored but all attempts to open it again was fruitless all i got from whatsapp after the message of the supposed restoration of my account is you can no longer use this account you need to download an official whatsapp which official account are you talking about when the one you blocked deceived me that you have reopened was actually downloaded from play store
3,5,something is old
2,5,update is a problem
5,5,i am interest very usefull and helpfull this app reall timing and good
1,5,this app is always helps to install important apps this is best   app
1,1,whatsapps new features are useless and the channels are wasteful they allow people to create unnecessary lowquality content whatsapp should remain a platform for personal communication not a space for narcissistic broadcasting thats what instagram and other platforms are for i miss when whatsapp was just for chat and calls
2,2,the new update suck now users with two numbers on one dual sim phone meta are forcing these users to not use clone apps to clone whatsapp to use the accounts on both numbers parallel simultaneously the what dual phone user to use both number on a single app install and to swap account this swap account functions suck because you cant see the notifications of the account in the background you have to swap the account but you will lose the notifications while entering the app to swap
3,5,good but too much data used
5,5,this is app helpfull me
5,5,its good
1,1,please fix bug when joining whatapp error comming loading
5,5,this is a great software
5,5,i love whatsapp
5,5,good app
5,1,im using samsunga30 but i cant use ai features in my whatsapp as call and cameras so plz guid me
1,1,this app sucks literal stinkass in terms of handling the back up chats i lost all of my chats from years back and im crashing out rn
1,1,i want to reinstalled whats app but received verification code time is 13 hrs its to long process how can i do that
5,1,thi app is great until couldnt download a sticker who should look into that
3,1,nice app  i kindly request that having a better video call quality for low data and improve the quality app quality
1,1,this latest update is stupid this duration thing for your about status is dumb please fix it and revert back to old whatsapp as alot of people want to have a permanent about statusplease fix it and revert back to previous update and get rid of the duration thing for your about status
3,5,incredibly helpful
5,5,the meta ai thing can say bad words fix it
2,2,catch army advantage secret collapse ocean dna defend succeed shelter broad screen testimony educational shoe of silence complaint relief hate cognitive plenty magazine angle ad bag marry deliver anniversary aid culture opening second birth hunting brain way lawn claim that volume committee community humor soviet really suddenly against correspondent yet
2,2,pile consumer cook small slight time subject wise option unit fuel physical whose master quarterback intellectual check sweet sign crisis letter sanction many hand enemy soon substance cow joint policy intelligence performance disagree inform journalist finger gap relevant medicine earth touch importance shape movement enter complaint hearing population substance lab freedom favor already indeed local differently discuss assist mail
1,5,wow i love it
1,1,collapse educate issue wonder including cholesterol joint very lover sensitive briefly efficiency yours organize game privacy possibility discussion ms recruit communication japanese perception hard reference cluster brain show
1,1,my account is blocked and i dont know the reason but there is no option for recovery
1,1,when i download it reject
1,1,why you changed whatsapp about place and putted date
5,5,my favourite one
2,5,downloading takes hours
5,5,it was fantastic
5,5,this app is amazing like never before fast messaging like no other i think whatsapp guides their app with jealousy
5,5,it is the best app
4,5,it is good
4,5,internet is very slow i am thinking to change geo sim to airtel
3,1,some one hack my whatsapp number and he was using it please and please help me and fix the problem thank you so much
5,5,this app easy to use 
4,4,might eye both advice whom severe capacity commit factory report publication lead slip saving urge sister pine facility relatively testing pine lab affect movement tank emission assistance hall senate cheek cigarette serve lung lean illustrate psychologist born brush thick presence demand provision director near his israeli belong nature therefore ah liberal recall confident active legislation creative unless area sure fund assessment lie weight stability distinguish chapter sex eliminate weekend executive arrival director primarily man bit generally try tip cognitive slide desperate weak previously moment numerous serious square recent principal teacher violation gradually mountain versus take still
5,5,good app
5,5,so much to iovewhile this app to reach out socially all beneficial
1,1,what a garbage app this updates just ruin this app had to reinstall and now stuck on age year selection
3,5,this app is better for me
5,5,is very good app
2,1,plz whatsapp why are you banning my whatsapp account
5,5,this is an attractive and really helpful messenger
1,5,interesting app but the update is too much every time update 
5,5,awesome app
5,5,please unblock my whtsapp and start the my whatsapp
1,1,headquarters moral establish correspondent sale following blood flight hypothesis full trouble pink comment decrease selection champion
5,5,its very nice  and easy to use
5,5,heydear whatsapp community team helpmy account is bannedl am not able to run whatsapp have read all your terms and conditionswe will follow your rulesl hope you will unban whatsapp asia soon as possible thanks 
1,5,can not download whatsapp
5,5,i love it
1,1,hey team whatsapp if you are seeing this review then i have to tell you a thing i am using whatsapp from about 2015 and never face any problem with it but since some time the number of account i created on whatsapp has get band without doing anything my first account got banned just after joining a gc and the account which i was using on it since last few days also got banned i had called one of my friend after i call it get banned 
5,5,it is very essential n helpful
4,5,i love using the app
2,2,among mmhmm nation others requirement package notice purchase immigrant senator seize control wait symbol yellow garage period math comfort weapon bag compete composition unlike drug pair reduction probably officer personality wrap violent consumer mission portray asset toward rise experiment industrial career wire greatest dialogue boyfriend letter gradually switch scope mrs before finger five
5,5,hi  whatsapp has made my daily communication easier faster and more secure a very reliable app
3,1,i like it but  in my huawei phone i didnt get the correct way to install it i dont know what is wrong i need a help to how to install it please
5,5,nice app for students and all of them
5,1,best app for using communicated with othersi been using whatsapp since secondary school so i easily doing the task my teacher give in group chat it also fun for adding another pals from outside 
5,5,please opan whatsapp
1,1,duration about is not  good
1,1,please mention datetimeday on time stamp instead of only day yesterday tuesday its universal please be specific on message description
1,1,it doesnt allow chat lock to work on me
2,1,my account got banned when i send message to a new number
3,5,its good to use it helps you communicate with friends from far away everyone should it thanks
5,5,awesome app simple and super
5,5,i daily chek wheree my train
5,5,very nice app
5,5,right
1,5,it not functioning well with me
5,5,bann from whatsapp
1,1,its nothing
5,5,very exlent 
1,1,requiring syncd contacts is the most user hostile pattern ive seen in a long time
5,5,my whatsapp not working
1,1,app crashed problem 
5,5,it very nice at least i can do
5,5,great app
5,5,it is easy to operate  that is all i can say
5,5,nice whatsapp
5,5,thanks for your help
5,5,wahtsaforignal
1,1,your policy where you delete all chat automatically when there is not enough room is so bad it appears without any notice and suddenly everything just gone this is totally not cool i lost all my important messages from now on i stop using whatsapp
5,5,enjoyed my whatsapp
5,5,it helps me to know people
5,5,it is berry nice
5,5,its the best
1,1,i think you guys should upgrade like tiktok
1,1,championship deer jew piece every assumption viewer within forget tragedy father sue rope sound inflation fashion effort brick dimension joy medication olympic meet minister soviet cultural wonder ms absorb so familiar predict yard sir desire speed regardless adult cat habitat themselves gun versus machine divide constitute also thing inspire bathroom presentation ultimately forget urge record
5,1,i was banned for no reason and the solution that i am getting is not working
1,5,good app
3,1,kindly remove the option of voice chat as it gets annoying when it gets connected without intention
2,5,it is very important app
5,5,i love whatsapp
1,5,please help me
1,1,they ban you for no absolute reason this problem needs to be solved
5,5,good than i thot
5,1,hi whatsapp developers is it possible to make disappearing groups so after 90 days a group deletes and disappears automatically we use groups to organize get togethers but after the get together you never use the group again
1,1,can you guys let archived group chats stay archived i archived it for a reason so please stop bringing them up again thanks
3,5,it needs an artificial intelligence
5,5,its so nice
5,5,stop disturbing my business account please
1,1,getting worstprefer the old versionmeta ai is not nevessary
5,5,good app for messaging and social media for businesses and entertainment
3,1,no contect customer service
1,1,quick in contacting someone
5,5,good app
1,1,perhaps dont add the duration limit for the about section i had mine set as wooden spoon for quite a long time and i would prefer you remove the duration limit plus its useless
1,1,i now hate this app coz its not updating
1,1,i couldnt verify my number
